tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,DeviceProtection,HC_Cluster
-0.62591876415828,-1.4710789550659844,One year,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.9924020376385531,-0.12834697893175703,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,0
0.9621754209229036,0.28211688010927544,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,No,Yes,0
-1.2774445836787656,-0.6335332669822583,Month-to-month,DSL,Mailed check,Yes,No,No,No,No,2
-0.9924020376385531,1.1811490571991479,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,No,2
-1.0331224013585834,-1.5126238800701375,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-1.1960038562387048,-1.4594463760648215,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.5729808767233588,0.4183842341228973,Two year,DSL,Credit card (automatic),No,Yes,Yes,Yes,Yes,0
-1.2367242199587352,1.0382345151848615,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-1.2774445836787656,0.8570986421667539,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,No,2
0.6771328748826912,0.966777244177718,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,No,2
1.0436161483629645,0.1774236690988095,Two year,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,0
0.47353105628253944,-1.1437049460332582,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
1.0843365120829946,0.3718539181182462,Two year,DSL,Credit card (automatic),Yes,Yes,No,Yes,No,0
1.5729808767233588,1.438727592224897,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,0
-1.2774445836787656,0.17077648109814536,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.8702409464784621,0.3485887601159204,Month-to-month,Fiber optic,Electronic check,No,No,No,No,No,2
1.2064976032430856,1.2958130502106107,One year,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,0
0.10704778280226633,-0.32610082195152557,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,0
-0.5037576729981889,-1.504314895069307,Month-to-month,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
0.3106496014024181,-1.5009913010689746,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
0.26992923768238775,-0.562075995975115,One year,DSL,Electronic check,Yes,No,Yes,No,No,0
-1.2774445836787656,0.7258166791536301,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
1.6137012404433893,-1.3630621500551865,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.025607055362205634,0.5264010391336954,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,2
-0.8295205827584317,-0.6966815529885713,Month-to-month,DSL,Bank transfer (automatic),No,No,No,No,No,2
-1.2774445836787656,-1.4960059100684764,Month-to-month,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.21871512695797646,-1.51594747407047,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
0.06632741908223598,-1.5009913010689746,One year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.9621754209229036,0.5164302571326987,Two year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,Yes,0
1.0436161483629645,-1.343120586053193,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.4223169455581282,-1.3132082400502028,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.9109613101984924,-1.2849576910473786,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.7888002190384014,-1.4876969250676457,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.10704778280226633,0.682609957149311,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,No,No,No,2
0.06632741908223598,0.17410007509847744,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,No,2
-1.1552834925186746,0.9817334171792131,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
1.6137012404433893,-1.46443176706532,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-1.2367242199587352,0.18407085709947407,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,0
-1.0331224013585834,1.0166311541827018,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
-0.21871512695797646,0.356897745116751,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-1.1552834925186746,0.15914390209698223,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,2
0.18848851024232702,-1.4926823160681442,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.46303730927815856,-1.4876969250676457,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
0.8400143297628127,1.0332491241843629,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,0
-0.5851984004382496,0.8421424691652587,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,No,2
-1.2367242199587352,0.13920233809498894,Month-to-month,Fiber optic,Electronic check,No,No,No,No,No,2
-0.015113308357824713,1.156222102196656,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,No,2
-0.38159658183809786,-1.462769970065154,One year,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
-1.1960038562387048,-0.4856333339674735,Month-to-month,DSL,Mailed check,Yes,No,Yes,No,No,2
1.5729808767233588,-0.20312784393923258,Two year,DSL,Mailed check,No,Yes,Yes,Yes,No,0
-0.9516816739185228,1.0349109211845293,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,No,2
-1.2774445836787656,-0.5072366949696331,Month-to-month,DSL,Electronic check,No,No,No,No,No,2
-0.5851984004382496,-0.24301097194321938,Month-to-month,DSL,Electronic check,No,No,No,No,Yes,2
-0.8295205827584317,-0.3693075439558449,One year,DSL,Credit card (automatic),No,No,No,No,No,0
1.5729808767233588,0.5097830691320341,Two year,DSL,Mailed check,Yes,Yes,Yes,No,Yes,0
1.2879383306831464,-1.341458789053027,One year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-1.1552834925186746,-0.8213163280010305,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,No,2
-0.38159658183809786,-1.504314895069307,Month-to-month,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
0.26992923768238775,-0.45572098796448335,Month-to-month,DSL,Credit card (automatic),No,No,Yes,No,No,2
-0.1779947632379461,-0.34604238595351905,One year,DSL,Mailed check,No,Yes,Yes,No,No,0
-1.1145631287986442,0.6626683931473177,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
0.5142514200025698,0.7091987091519689,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,Yes,2
0.18848851024232702,0.1857326540996401,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,2
1.125056875803025,1.503537675231376,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
-0.9924020376385531,1.1911198392001445,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
0.5956921474426305,1.001674981181207,One year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,Yes,0
-0.2594354906780068,0.6310942501441613,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-1.1960038562387048,0.7823177771592784,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,No,2
0.7178532386027215,0.1657910900976468,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,2
-0.21871512695797646,0.22727757910379318,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,Yes,No,0
-0.9924020376385531,0.9086143491719036,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
1.2064976032430856,-1.3663857440555187,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
1.5729808767233588,0.5679459641378485,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,0
1.369379058123207,-1.3181936310507012,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.4508197855632678,1.6597465932469917,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
-0.7888002190384014,-0.518869273970796,Month-to-month,DSL,Electronic check,No,No,No,Yes,Yes,2
0.9621754209229036,0.5363718211346925,One year,Fiber optic,Electronic check,Yes,No,No,No,No,0
0.22920887396235737,0.4881797081298748,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,No,2
-0.748079855318371,0.8537750481664219,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,Yes,No,2
-0.6666391278783103,-1.5109620830699715,One year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.748079855318371,0.18074726309914202,Month-to-month,Fiber optic,Electronic check,No,No,No,No,No,2
-0.015113308357824713,0.1657910900976468,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,2
-0.9924020376385531,-0.3493659799538514,One year,DSL,Bank transfer (automatic),No,Yes,Yes,No,No,0
0.43281069256250915,1.1479131171958254,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,2
0.7992939660427822,0.3070438351117673,One year,DSL,Credit card (automatic),No,Yes,Yes,Yes,Yes,0
-1.1960038562387048,-0.4823097399671412,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,No,2
-0.13727439951791576,-1.4943441130683104,One year,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-1.2774445836787656,-1.4993295040688086,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.8295205827584317,-0.7016669439890695,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,Yes,2
-0.6666391278783103,-0.9725398550161476,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,No,2
0.3106496014024181,0.531386430134194,One year,DSL,Mailed check,Yes,Yes,No,Yes,Yes,0
-1.1145631287986442,-0.8395960950028577,Month-to-month,DSL,Electronic check,No,No,No,No,Yes,2
0.3106496014024181,1.074794049188516,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
0.14776814652229667,-1.502653098069141,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.1145631287986442,0.5064594751317021,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.9109613101984924,0.6626683931473177,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,No,2
-1.2367242199587352,0.8238627021634315,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
-0.38159658183809786,0.85876043916692,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,No,2
-0.2594354906780068,-1.4860351280674797,One year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
1.6137012404433893,1.58330393123935,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,Yes,0
0.06632741908223598,-0.48397153696730727,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,No,No,2
-0.9109613101984924,-0.08347845992727167,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,Yes,No,0
-0.748079855318371,-0.3011738669490337,One year,DSL,Mailed check,No,Yes,Yes,No,No,0
-0.38159658183809786,0.8404806721650927,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,No,2
0.5956921474426305,-1.4993295040688086,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.3408762181180675,0.8138919201624348,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,No,2
0.6771328748826912,1.1396041321949948,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
-0.5037576729981889,-0.357674964954682,One year,DSL,Mailed check,No,Yes,Yes,No,No,0
-1.2367242199587352,0.1657910900976468,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,No,No,2
-1.2367242199587352,-0.5221928679711283,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,No,2
-0.4223169455581282,-0.2662761299455452,Two year,DSL,Bank transfer (automatic),No,Yes,No,Yes,Yes,0
-1.0331224013585834,1.1063681921916724,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,Yes,2
-1.2774445836787656,-1.451137391063991,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.0843365120829946,1.0598378761870213,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,No,No,2
1.0436161483629645,-1.3381351950526947,One year,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
0.35136996512244845,1.653099405246327,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
1.0843365120829946,0.47987072312904416,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No,No,0
-1.1960038562387048,0.15914390209698223,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.015113308357824713,-1.4860351280674797,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
0.5549717837226001,1.1329569441943304,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
-1.318164947398796,-1.2965902700485417,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-1.2367242199587352,0.5380336181348585,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
0.7992939660427822,-1.5009913010689746,One year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-0.7888002190384014,0.3170146171127639,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,Yes,2
-0.8702409464784621,0.82884809316393,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,2
-0.015113308357824713,0.7607144161571191,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,Yes,No,No,0
-0.62591876415828,1.1861344481996465,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,Yes,2
-0.6666391278783103,0.3319707901142591,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,No,2
0.758573602322752,1.4187860282229037,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,Yes,0
-0.13727439951791576,0.35191235411625243,One year,DSL,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,0
1.5322605130033284,0.006258578081699082,Two year,DSL,Credit card (automatic),No,Yes,Yes,No,Yes,0
1.5729808767233588,1.1861344481996465,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,Yes,0
0.35136996512244845,0.12424616509349373,One year,DSL,Bank transfer (automatic),No,No,No,Yes,Yes,0
-1.2774445836787656,0.5247392421335293,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-1.0331224013585834,0.5480044001358552,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,0
-0.30015585439803716,0.8521132511662559,One year,Fiber optic,Electronic check,Yes,No,No,Yes,No,0
1.4100994218432374,0.8238627021634315,One year,Fiber optic,Electronic check,No,Yes,Yes,No,No,0
-1.1145631287986442,-0.3011738669490337,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,No,2
-0.7073594915983407,-1.328164413051698,Month-to-month,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.5037576729981889,-1.4876969250676457,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-1.1960038562387048,-0.28621769394753876,Month-to-month,DSL,Mailed check,Yes,No,No,No,Yes,2
0.880734693482843,1.3440051632154282,One year,Fiber optic,Electronic check,Yes,Yes,No,Yes,No,0
0.3920903288424788,-1.502653098069141,One year,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.9516816739185228,0.4981504901308714,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
1.247217966963116,1.086426628189679,Two year,Fiber optic,Bank transfer (automatic),No,No,No,Yes,No,0
1.4915401492832983,-1.3464441800535252,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,1
1.4915401492832983,-1.3348116010523623,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
0.3106496014024181,-0.4856333339674735,Month-to-month,DSL,Mailed check,Yes,No,No,No,No,2
1.125056875803025,-0.8362725010025254,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,Yes,0
-1.1552834925186746,0.9850570111795457,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,0
1.5729808767233588,0.8338334841644282,Two year,DSL,Mailed check,No,Yes,Yes,Yes,Yes,0
0.18848851024232702,0.47156173812821356,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,Yes,2
-0.015113308357824713,1.1329569441943304,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,2
0.26992923768238775,-0.3626603559551803,Two year,DSL,Credit card (automatic),Yes,Yes,No,No,No,0
0.22920887396235737,-1.3464441800535252,One year,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
0.7992939660427822,0.8205391081630994,Two year,Fiber optic,Credit card (automatic),Yes,No,No,No,Yes,0
0.6364125111626608,1.3456669602155942,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,No,2
1.5322605130033284,-0.17487729493640844,Two year,DSL,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,0
-0.5037576729981889,0.19237984210030468,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,No,No,2
0.7178532386027215,0.5895493251400082,One year,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,0
-0.5444780367182193,-0.6617838159850825,One year,DSL,Credit card (automatic),Yes,No,No,Yes,No,0
-0.30015585439803716,-0.10508182092943122,One year,DSL,Bank transfer (automatic),Yes,No,Yes,No,Yes,0
-0.8295205827584317,-0.5221928679711283,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No,No,2
0.26992923768238775,1.3589613362169235,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
-1.0331224013585834,0.32864719611392706,Month-to-month,Fiber optic,Mailed check,No,No,No,No,Yes,0
-0.38159658183809786,0.04946530008601819,One year,DSL,Mailed check,Yes,Yes,Yes,No,Yes,0
-0.21871512695797646,-1.5076384890696393,Month-to-month,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
0.5956921474426305,0.7075369121518029,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,2
-0.2594354906780068,-1.51594747407047,Two year,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.748079855318371,-0.0020504069191315333,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,0
-0.8702409464784621,1.3057838322116073,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,2
-1.2367242199587352,-1.5126238800701375,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.2594354906780068,0.5712695581381809,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,2
1.6137012404433893,1.6580847962468257,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,0
1.247217966963116,-1.4876969250676457,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
1.5729808767233588,-1.4943441130683104,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.8702409464784621,0.012905766082363669,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,0
-0.748079855318371,-1.4993295040688086,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.7888002190384014,0.8039211381614382,Two year,DSL,Credit card (automatic),No,Yes,Yes,Yes,Yes,0
-1.0738427650786138,-1.481049737066981,Month-to-month,No,Mailed check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.8702409464784621,0.3469269631157543,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,No,2
-0.5851984004382496,-0.26461433294537917,Month-to-month,DSL,Credit card (automatic),No,No,No,No,No,2
-1.2774445836787656,-0.9708780580159815,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
-0.015113308357824713,0.356897745116751,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,No,2
-0.13727439951791576,-0.9692162610158153,One year,DSL,Mailed check,No,Yes,Yes,No,No,0
-1.1960038562387048,-0.1499503399339166,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,2
-1.2367242199587352,1.0099839661820376,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-0.7888002190384014,1.0598378761870213,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,Yes,2
0.35136996512244845,-0.8113455460000336,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
-1.2774445836787656,-1.5259182560714666,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,No internet service,1
-1.0331224013585834,-0.32942441595185784,Month-to-month,DSL,Mailed check,No,No,No,Yes,No,2
0.7992939660427822,-0.015344782920460707,One year,DSL,Mailed check,Yes,No,Yes,Yes,Yes,0
0.5142514200025698,-1.3331498040521963,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
1.5322605130033284,0.37683930911874425,Two year,DSL,Credit card (automatic),No,Yes,No,Yes,Yes,0
0.8400143297628127,-1.5309036470719648,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.2064976032430856,1.1030445981913404,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,Yes,0
1.125056875803025,0.9750862291785486,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No,No,2
-1.1960038562387048,0.5197538511330312,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-0.38159658183809786,1.0083221691818711,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,2
-1.2774445836787656,-1.1104690060299358,Month-to-month,DSL,Mailed check,Yes,No,No,No,No,2
1.4100994218432374,0.252204534106285,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,0
-0.8295205827584317,0.830509890164096,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,2
1.5729808767233588,0.5961965131406728,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,0
-0.30015585439803716,-1.491020519067978,One year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,1
-1.1145631287986442,-0.3643221529553466,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,No,2
-0.2594354906780068,-0.43910301796282214,One year,DSL,Credit card (automatic),Yes,No,No,No,No,0
-1.2774445836787656,-1.4993295040688086,One year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
1.5322605130033284,-0.6883725679877406,One year,DSL,Credit card (automatic),Yes,No,No,Yes,Yes,0
1.6137012404433893,1.6364814352446657,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,0
1.125056875803025,0.9850570111795457,One year,Fiber optic,Electronic check,Yes,No,No,Yes,No,0
-0.015113308357824713,1.1844726511994805,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
-1.2774445836787656,-1.4926823160681442,Month-to-month,No,Electronic check,Yes,No internet service,No internet service,No internet service,No internet service,1
-0.748079855318371,-0.3493659799538514,One year,DSL,Mailed check,Yes,No,No,No,No,0
-0.7888002190384014,0.5064594751317021,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No,No,2
-1.0738427650786138,1.5002140812310438,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,Yes,2
0.5549717837226001,0.47987072312904416,Two year,DSL,Mailed check,No,No,Yes,Yes,Yes,0
-0.7073594915983407,1.2160467942026365,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,2
0.43281069256250915,0.9817334171792131,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,No,2
0.26992923768238775,-0.4972659129686364,Two year,DSL,Bank transfer (automatic),Yes,Yes,No,No,No,0
-0.46303730927815856,-0.15659752793458118,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,Yes,Yes,2
1.002895784642934,-0.3659839499555126,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,Yes,0
0.8400143297628127,0.9534828681763893,One year,Fiber optic,Electronic check,Yes,Yes,No,Yes,No,0
-0.5851984004382496,0.7690234011579498,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,Yes,2
-1.2774445836787656,-0.15327393393424887,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
1.0436161483629645,-0.12336158793125872,One year,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,0
1.5729808767233588,1.3057838322116073,Two year,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,0
0.10704778280226633,1.1462513201956595,One year,Fiber optic,Electronic check,Yes,Yes,No,Yes,Yes,0
-1.1960038562387048,0.6959043331506402,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,No,Yes,0
0.22920887396235737,1.332372584214265,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,No,0
0.10704778280226633,0.14584952609565352,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No,Yes,0
-1.0331224013585834,0.8537750481664219,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,Yes,2
0.5956921474426305,0.32200000811326246,Two year,DSL,Mailed check,No,Yes,No,Yes,Yes,0
-0.748079855318371,-0.4756625519664766,Month-to-month,DSL,Electronic check,No,No,No,No,No,2
-0.5037576729981889,-0.1582593249347472,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
1.369379058123207,0.6809481601491449,Two year,DSL,Electronic check,No,Yes,Yes,Yes,No,0
-0.7073594915983407,-1.505976692069473,Month-to-month,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
0.3920903288424788,-1.462769970065154,Two year,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service,No internet service,1
-0.62591876415828,0.46989994112804756,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,2
0.18848851024232702,1.3207400052131024,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,Yes,No,0
-0.8295205827584317,-0.5105602889699654,Month-to-month,DSL,Electronic check,Yes,No,No,No,No,2
0.8400143297628127,0.9800716201790471,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,0
1.125056875803025,-1.3215172250510334,Two year,No,Mailed check,No,No internet service,No internet service,No internet service,No internet service,1
-0.5851984004382496,-1.303237458049206,Month-to-month,DSL,Credit card (automatic),No,No,No,No,No,2
-1.2774445836787656,0.33695618111475767,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-1.1960038562387048,0.179085466098976,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.9516816739185228,0.15415851109648415,Month-to-month,DSL,Credit card (automatic),Yes,Yes,No,Yes,No,2
-1.2774445836787656,0.5147684601325326,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,2
0.9621754209229036,0.9435120861753926,One year,Fiber optic,Electronic check,Yes,No,Yes,No,Yes,0
-0.62591876415828,0.14086413509515497,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,No,2
-0.8702409464784621,0.05278889408635025,Month-to-month,DSL,Electronic check,Yes,Yes,No,No,No,2
